"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-04-27","6.93",,"0.00",,"0.0","0.0","53","55","50",,"   80","   70",,"16.1","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-04-28","7.61",,"0.09",,"0.0","0.0","52","56","45",,"   80","   20",,"15.0","25.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-04-29","9.17",,"0.00",,"0.0","0.0","48","53","45",,"   80","   80",,"16.1","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-04-30","6.71",,"0.00",,"0.0","0.0","53","64","47",,"  130","   30",,"12.1","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-01","6.04",,"0.61",,"0.0","0.0","51","54","47",,"  100","   20",,"13.0","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-02","5.14",,"0.27",,"0.0","0.0","53","65","48",,"  110","   30",,"12.1","17.0","    1",,"    1",,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-03","8.95",,"0.34",,"0.0","0.0","58","59","52",,"   80","   40",,"15.0","19.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-04","9.62",,"0.02",,"0.0","0.0","53","54","51",,"   80","   30",,"16.1","23.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-05","11.18",,"0.00",,"0.0","0.0","53","58","50",,"   30","   50",,"18.1","25.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-06","11.41",,"1.15",,"0.0","0.0","53","56","50",,"   40","   20",,"21.0","27.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-07","6.04",,"0.08",,"0.0","0.0","55","63","51",,"   90","   50",,"12.1","16.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-08","10.51",,"0.05",,"0.0","0.0","60","71","51",,"  320","  320",,"30.0","36.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-09","11.41",,"0.00",,"0.0","0.0","61","71","50",,"  240","  230",,"23.0","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-10","5.59",,"0.02",,"0.0","0.0","57","60","51",,"   40","   40",,"16.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-11","3.80",,"0.00",,"0.0","0.0","58","66","52",,"  230","  230",,"12.1","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-12","6.26",,"0.00",,"0.0","0.0","65","76","56",,"  260","  240",,"16.1","21.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-13","6.71",,"0.20",,"0.0","0.0","65","70","60",,"  230","  230",,"13.0","17.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-14","9.40",,"0.10",,"0.0","0.0","64","76","54",,"  290","  300",,"36.0","47.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-15","16.78",,"0.00",,"0.0","0.0","55","59","46",,"  280","  270",,"31.1","38.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-16","14.54",,"0.00",,"0.0","0.0","53","67","42",,"  270","  280",,"25.9","36.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-17","5.14",,"0.12",,"0.0","0.0","57","62","52",,"  220","  220",,"15.0","18.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-18","6.71",,"0.00",,"0.0","0.0","58","69","52",,"   40","   20",,"17.0","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-19","5.14",,"0.00",,"0.0","0.0","62","73","54",,"  290","  280",,"14.1","17.0",,,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-20","4.47",,"0.00",,"0.0","0.0","65","76","53",,"  160","  180",,"13.0","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-21","9.62",,"1.96",,"0.0","0.0","59","62","53",,"   40","   40",,"19.9","27.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-22","6.49",,"0.11",,"0.0","0.0","57","66","52",,"   50","  340",,"14.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-23","4.47",,"0.08",,"0.0","0.0","64","76","55",,"   40","   40",,"28.0","33.1","    1",,"    1",,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-24","8.72",,"0.03",,"0.0","0.0","67","83","56",,"  280","  310",,"19.9","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-25","7.83",,"0.00",,"0.0","0.0","74","88","57",,"  260","  280",,"18.1","28.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-26","6.49",,"0.00",,"0.0","0.0","76","90","63",,"  250","  220",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-27","8.72",,"0.00",,"0.0","0.0","79","90","69",,"  230","  240",,"17.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-28","8.95",,"0.00",,"0.0","0.0","78","90","68",,"  230","  230",,"18.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-29","6.93",,"0.59",,"0.0","0.0","76","87","66",,"  200","  200",,"16.1","21.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-30","6.26",,"0.92",,"0.0","0.0","74","79","69",,"  190","  340",,"13.0","19.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-05-31","6.71",,"0.00",,"0.0","0.0","77","88","70",,"   20","   10",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-01","5.59",,"0.00",,"0.0","0.0","77","90","67",,"  200","  190",,"16.1","19.9",,,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-02","7.16",,"0.00",,"0.0","0.0","72","84","62",,"  140","  140",,"14.1","19.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-03","4.92",,"0.12",,"0.0","0.0","69","76","65",,"  240","  260",,"10.1","12.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-04","6.04",,"0.00",,"0.0","0.0","73","83","67",,"  190","  190",,"14.1","18.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-05","9.62",,"0.44",,"0.0","0.0","74","84","68",,"  260","  260",,"38.9","52.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-06","12.30",,"0.00",,"0.0","0.0","75","86","68",,"  250","  300",,"19.9","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-07","9.17",,"0.00",,"0.0","0.0","77","83","67",,"  310","  280",,"29.1","38.0",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-08","15.21",,"0.13",,"0.0","0.0","66","73","58",,"  270","  270",,"44.1","59.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-09","13.42",,"0.00",,"0.0","0.0","65","77","53",,"  310","  300",,"25.9","34.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-10","10.29",,"0.00",,"0.0","0.0","69","78","60",,"  310","  320",,"21.9","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-11","10.07",,"0.00",,"0.0","0.0","74","92","59",,"  240","  250",,"23.9","29.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-12","17.22",,"0.00",,"0.0","0.0","84","90","66",,"  310","  270",,"32.0","42.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-13","12.30",,"0.00",,"0.0","0.0","69","78","61",,"  340","  340",,"23.9","32.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-14","10.07",,"0.00",,"0.0","0.0","71","78","62",,"   10","   10",,"19.9","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-15","6.71",,"0.01",,"0.0","0.0","72","80","61",,"  250","  210",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-16","4.92",,"0.38",,"0.0","0.0","68","70","64",,"   90","   90",,"14.1","16.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-17","7.61",,"0.00",,"0.0","0.0","72","84","63",,"   90","   90",,"19.9","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-18","5.37",,"0.00",,"0.0","0.0","72","85","59",,"  230","  230",,"15.0","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-19","7.61",,"0.00",,"0.0","0.0","77","91","65",,"  270","  260",,"18.1","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-20","7.16",,"0.00",,"0.0","0.0","80","91","66",,"  230","  220",,"19.9","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-21","10.51",,"0.00",,"0.0","0.0","80","88","72",,"  210","  200",,"18.1","23.0",,,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-22","11.41",,"0.00",,"0.0","0.0","78","87","71",,"  290","  320",,"23.0","32.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-23","7.61",,"0.16",,"0.0","0.0","77","85","70",,"  230","  210",,"15.0","25.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-24","8.72",,"0.00",,"0.0","0.0","76","82","67",,"  120","  120",,"18.1","23.0",,,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-25","6.93",,"0.00",,"0.0","0.0","75","88","65",,"   80","   80",,"14.1","17.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-26","6.04",,"0.00",,"0.0","0.0","75","87","64",,"  240","  200",,"15.0","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-27","7.83",,"0.56",,"0.0","0.0","74","86","64",,"  200","  180",,"15.0","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-28","5.82",,"0.07",,"0.0","0.0","75","84","71",,"  190","  210",,"17.0","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-29","8.72",,"0.00",,"0.0","0.0","77","85","69",,"  280","  320",,"17.0","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-06-30","8.28",,"0.00",,"0.0","0.0","77","86","66",,"  230","  230",,"17.0","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-01","7.38",,"0.00",,"0.0","0.0","77","87","70",,"  180","  180",,"21.0","25.1",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-02","12.30",,"0.00",,"0.0","0.0","75","80","70",,"  320","  320",,"21.9","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-03","7.16",,"0.00",,"0.0","0.0","73","78","67",,"  220","  220",,"15.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-04","7.61",,"0.29",,"0.0","0.0","73","80","67",,"  190","  200",,"16.1","21.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-05","9.84",,"0.08",,"0.0","0.0","78","89","74",,"  300","  280",,"17.0","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-06","6.93",,"0.00",,"0.0","0.0","85","95","75",,"  220","  220",,"14.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-07","8.05",,"0.00",,"0.0","0.0","85","94","75",,"  240","  250",,"21.0","25.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-08","7.61",,"0.00",,"0.0","0.0","86","94","75",,"   80","   20",,"19.9","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-09","7.16",,"0.01",,"0.0","0.0","75","79","73",,"  130","  140",,"12.1","15.0",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-10","10.51",,"0.00",,"0.0","0.0","77","85","69",,"  300","  320",,"19.9","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-11","6.71",,"0.00",,"0.0","0.0","76","86","65",,"   10","   40",,"16.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-12","7.61",,"0.00",,"0.0","0.0","77","89","67",,"  220","  220",,"16.1","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-13","5.59",,"0.12",,"0.0","0.0","76","84","71",,"  190","  170",,"16.1","21.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-14","10.51",,"0.03",,"0.0","0.0","82","96","75",,"  240","  240",,"23.9","29.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-15","9.84",,"0.00",,"0.0","0.0","86","92","78",,"  280","  290",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-16","6.93",,"0.10",,"0.0","0.0","84","94","73",,"  300","  280",,"36.9","42.9",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-17","7.61",,"0.00",,"0.0","0.0","80","92","73",,"  270","  310",,"18.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-18","10.74",,"0.58",,"0.0","0.0","83","96","74",,"  310","  310",,"28.0","35.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-19","7.38",,"0.00",,"0.0","0.0","79","89","72",,"  280","  280",,"21.0","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-20","7.38",,"0.00",,"0.0","0.0","79","87","70",,"   40","   20",,"14.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-21","8.05",,"0.00",,"0.0","0.0","80","89","69",,"  240","  230",,"16.1","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-22","12.08",,"0.00",,"0.0","0.0","82","94","73",,"  220","  220",,"21.0","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-23","9.84",,"0.00",,"0.0","0.0","86","97","77",,"  250","  260",,"33.1","38.9",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-24","6.71",,"0.00",,"0.0","0.0","84","95","74",,"  240","  250",,"18.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-25","9.17",,"1.68",,"0.0","0.0","85","97","74",,"   10","  340",,"33.1","40.9","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-26","9.17",,"0.00",,"0.0","0.0","81","92","74",,"  290","  290",,"17.0","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-27","6.04",,"0.00",,"0.0","0.0","85","94","77",,"  250","   60",,"13.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-28","4.70",,"0.33",,"0.0","0.0","83","95","74",,"  270","  270",,"29.1","32.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-29","8.50",,"0.39",,"0.0","0.0","79","89","73",,"   10","  360",,"17.0","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-30","6.71",,"0.27",,"0.0","0.0","80","88","74",,"  190","  180",,"18.1","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-07-31","6.71",,"0.00",,"0.0","0.0","80","90","75",,"  220","  230",,"13.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-01","7.38",,"0.00",,"0.0","0.0","77","80","73",,"   50","   30",,"13.0","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-02","8.05",,"0.00",,"0.0","0.0","76","84","68",,"   80","   60",,"16.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-03","6.93",,"0.00",,"0.0","0.0","74","85","66",,"  110","   30",,"14.1","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-04","5.37",,"0.00",,"0.0","0.0","75","86","66",,"  200","  220",,"14.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-05","7.83",,"0.00",,"0.0","0.0","76","85","68",,"  240","  200",,"17.0","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-06","9.17",,"0.00",,"0.0","0.0","81","91","76",,"  320","  220",,"15.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-07","7.61",,"0.00",,"0.0","0.0","81","89","71",,"  310","  310",,"15.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-08","5.14",,"0.00",,"0.0","0.0","80","85","73",,"   80","   30",,"12.1","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-09","6.04",,"0.00",,"0.0","0.0","79","89","68",,"  190","  140",,"16.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-10","12.08",,"0.00",,"0.0","0.0","83","93","76",,"  220","  230",,"21.9","28.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-11","10.96",,"0.31",,"0.0","0.0","86","95","79",,"  240","  210",,"21.0","25.1",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-12","11.63",,"0.00",,"0.0","0.0","88","97","81",,"  230","  230",,"18.1","23.9",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-13","9.62",,"0.00",,"0.0","0.0","89","98","82",,"  230","  240",,"18.1","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-14","10.74",,"0.03",,"0.0","0.0","90","97","77",,"  260","  260",,"21.0","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-15","7.16",,"0.00",,"0.0","0.0","85","94","76",,"  220","  280",,"14.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-16","10.29",,"0.00",,"0.0","0.0","84","94","77",,"  190","  190",,"21.0","27.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-17","9.62",,"0.57",,"0.0","0.0","85","91","76",,"  290","  280",,"23.9","30.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-18","6.71",,"0.19",,"0.0","0.0","81","88","73",,"  310","  310",,"21.0","25.9","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-19","5.14",,"0.00",,"0.0","0.0","81","90","73",,"  280","  310",,"13.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-20","6.04",,"0.00",,"0.0","0.0","82","93","73",,"  170","  150",,"15.0","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-21","6.71",,"0.60",,"0.0","0.0","79","89","73",,"  320","  310",,"21.0","25.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-22","11.18",,"0.00",,"0.0","0.0","76","83","66",,"  300","  300",,"21.9","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-23","5.82",,"0.00",,"0.0","0.0","73","83","62",,"  240","  220",,"14.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-24","8.28",,"0.00",,"0.0","0.0","76","86","68",,"  200","  210",,"15.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-25","10.07",,"0.00",,"0.0","0.0","77","87","69",,"  210","  190",,"17.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-26","10.07",,"0.00",,"0.0","0.0","83","93","75",,"  320","  320",,"18.1","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-27","7.16",,"0.00",,"0.0","0.0","83","93","72",,"  100","   70",,"14.1","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-28","4.92",,"0.00",,"0.0","0.0","79","90","70",,"  240","  220",,"14.1","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-29","8.28",,"0.00",,"0.0","0.0","82","93","73",,"  310","  330",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-30","6.26",,"0.00",,"0.0","0.0","81","90","71",,"   40","   30",,"15.0","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-08-31","7.38",,"0.00",,"0.0","0.0","80","91","72",,"  240","  230",,"16.1","19.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-01","7.16",,"0.47",,"0.0","0.0","77","81","70",,"  220","  340",,"17.0","23.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-02","7.83",,"0.00",,"0.0","0.0","73","83","64",,"   40","  340",,"15.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-03","11.86",,"0.00",,"0.0","0.0","72","79","67",,"   80","   80",,"23.9","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-04","8.28",,"0.00",,"0.0","0.0","72","82","63",,"   40","   10",,"17.0","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-05","7.16",,"0.00",,"0.0","0.0","73","86","63",,"  340","  360",,"14.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-06","16.11",,"0.00",,"0.0","0.0","80","88","72",,"  340","  340",,"23.9","34.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-07","8.28",,"0.00",,"0.0","0.0","81","91","72",,"   10","  300",,"15.0","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-08","7.83",,"0.00",,"0.0","0.0","81","95","71",,"  240","  240",,"16.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-09","8.28",,"0.00",,"0.0","0.0","87","95","80",,"  210","  240",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-10","9.17",,"0.00",,"0.0","0.0","85","95","77",,"  190","  210",,"17.0","21.9","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-11","12.08",,"0.00",,"0.0","0.0","81","85","70",,"  340","  340",,"23.9","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-12","6.04",,"0.00",,"0.0","0.0","73","84","62",,"  140","  340",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-13","7.16",,"0.00",,"0.0","0.0","73","85","62",,"  220","  230",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-14","8.72",,"0.00",,"0.0","0.0","78","92","68",,"   20","  330",,"19.9","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-15","9.17",,"0.00",,"0.0","0.0","74","80","62",,"   20","   20",,"21.0","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2016-09-16","7.16",,"0.00",,"0.0","0.0","68","80","59",,"  130","  140",,"14.1","19.0",,,,,,,,
