,DATE,AVG_WND_SPEED,PRCP,SNOW,SNOW_DEPTH,TAVG,TMAX,TMIN,FOG,THUNDER,SLEET_OR_HAIL
1647,2019-09-03,6.26,0.0,0.0,0.0,76.0,87,67,0.0,0.0,0.0
1648,2019-09-04,9.17,0.19,0.0,0.0,77.0,92,69,1.0,1.0,0.0
1649,2019-09-05,8.95,0.0,0.0,0.0,73.0,77,66,0.0,0.0,0.0
1650,2019-09-06,13.2,0.07,0.0,0.0,66.0,69,60,1.0,0.0,0.0
1651,2019-09-07,8.5,0.0,0.0,0.0,66.0,79,58,0.0,0.0,0.0
1652,2019-09-08,5.14,0.0,0.0,0.0,72.0,82,61,0.0,0.0,0.0
1653,2019-09-09,4.03,0.0,0.0,0.0,75.0,84,67,0.0,0.0,0.0
1654,2019-09-10,6.04,0.0,0.0,0.0,73.0,84,65,0.0,0.0,0.0
1655,2019-09-11,9.4,0.06,0.0,0.0,77.0,90,68,0.0,1.0,0.0
1656,2019-09-12,10.51,0.05,0.0,0.0,80.0,88,66,1.0,0.0,0.0
1657,2019-09-13,11.63,0.0,0.0,0.0,67.0,73,63,0.0,0.0,0.0
1658,2019-09-14,8.05,0.08,0.0,0.0,69.0,79,61,1.0,0.0,0.0
1659,2019-09-15,5.14,0.06,0.0,0.0,76.0,84,68,1.0,0.0,0.0
1660,2019-09-16,4.25,0.0,0.0,0.0,75.0,84,67,0.0,0.0,0.0
1661,2019-09-17,7.38,0.0,0.0,0.0,73.0,81,60,0.0,0.0,0.0
1662,2019-09-18,6.71,0.0,0.0,0.0,67.0,76,57,0.0,0.0,0.0
1663,2019-09-19,5.82,0.0,0.0,0.0,62.0,72,53,0.0,0.0,0.0
1664,2019-09-20,7.38,0.0,0.0,0.0,65.0,78,55,0.0,0.0,0.0
1665,2019-09-21,5.37,0.0,0.0,0.0,70.0,85,59,0.0,0.0,0.0
1666,2019-09-22,5.14,0.0,0.0,0.0,74.0,89,63,0.0,0.0,0.0
1667,2019-09-23,11.41,0.24,0.0,0.0,78.0,92,70,1.0,0.0,0.0
1668,2019-09-24,9.17,0.0,0.0,0.0,74.0,78,64,0.0,0.0,0.0
1669,2019-09-25,5.37,0.0,0.0,0.0,69.0,81,59,0.0,0.0,0.0
1670,2019-09-26,7.83,0.01,0.0,0.0,71.0,85,62,0.0,0.0,0.0
1671,2019-09-27,4.92,0.0,0.0,0.0,69.0,79,58,0.0,0.0,0.0
1672,2019-09-28,6.71,0.16,0.0,0.0,72.0,85,62,1.0,1.0,0.0
1673,2019-09-29,7.16,0.0,0.0,0.0,76.0,82,67,1.0,0.0,0.0
1674,2019-09-30,7.61,0.0,0.0,0.0,69.0,75,62,0.0,0.0,0.0
1675,2019-10-01,8.28,0.0,0.0,0.0,71.0,84,65,0.0,0.0,0.0
